rideshare_company,pickup_zone,dropoff_zone,trip_length_miles,trip_time_seconds,base_passenger_fare_dollars,tolls_dollars,black_car_fund_dollars,sales_tax_dollars,congestion_surcharge_dollars,airport_fee_dollars,tip_dollars,driver_pay_dollars,driver_total_pay_dollars,good_fare,request_month,request_date,request_hour,request_minute,request_day_of_week,time_of_day,pickup_borough,dropoff_borough,tip_or_no_tip
Uber,Kensington,Windsor Terrace,0.57,287,7.58,0,0.23,0.67,0,0,3,5.67,8.67,FALSE,Jan,5,20,13,Thu,evening,Brooklyn,Brooklyn,TRUE
Uber,Randalls Island,Washington Heights North,5.78,800,19.19,16.55,1.07,3.17,0,0,0,13.76,13.76,FALSE,Jan,5,21,45,Thu,evening,Manhattan,Manhattan,FALSE
Uber,Kips Bay,Parkchester,10.63,2246,37.73,0,1.13,3.35,2.75,0,0,32.17,32.17,FALSE,Jan,5,23,1,Thu,night,Manhattan,Manhattan,FALSE
Uber,Ozone Park,South Ozone Park,2.31,716,8.8,0,0.26,0.78,0,0,0,10.25,10.25,FALSE,Jan,5,23,41,Thu,night,Queens,Queens,FALSE
Lyft,Times Sq/Theatre District,Lincoln Square West,1.291,390,10.47,0,0.24,0.71,2.75,0,0,5.47,5.47,FALSE,Jan,6,0,40,Fri,night,Manhattan,Manhattan,FALSE
Uber,Greenwich Village North,Upper East Side North,3.94,933,17.15,0,0.51,1.52,2.75,0,0,15.16,15.16,FALSE,Jan,6,1,1,Fri,night,Manhattan,Manhattan,FALSE
Lyft,Chinatown,Elmhurst/Maspeth,7.238,908,19.85,0,0.6,1.76,2.75,0,3.74,18.9,22.64,FALSE,Jan,6,1,10,Fri,night,Manhattan,Manhattan,TRUE
Uber,Lower East Side,Stuyvesant Heights,3.53,814,16.81,0,0.5,1.49,2.75,0,0,12.56,12.56,FALSE,Jan,6,1,13,Fri,night,Manhattan,Manhattan,FALSE
Lyft,Stuyvesant Heights,Bushwick South,1.356,550,7.88,0,0.24,0.7,0,0,0,6.46,6.46,FALSE,Jan,6,2,11,Fri,night,Brooklyn,Brooklyn,FALSE
Uber,Bushwick South,Bushwick North,0.99,271,7.91,0,0.24,0.7,0,0,0,5.4,5.4,FALSE,Jan,6,2,53,Fri,night,Brooklyn,Brooklyn,FALSE
Uber,Astoria,Norwood,10.79,1107,30.98,6.55,1.13,3.33,0,0,0,22.3,22.3,FALSE,Jan,6,5,28,Fri,night,Queens,Queens,FALSE
Uber,Westchester Village/Unionport,Van Nest/Morris Park,1.28,563,8.89,0,0.27,0.79,0,0,0,6.87,6.87,FALSE,Jan,6,6,51,Fri,morning,Bronx,Bronx,FALSE
Uber,Bensonhurst West,Borough Park,1,527,7.91,0,0.24,0.7,0,0,0,7.06,7.06,FALSE,Jan,6,8,1,Fri,morning,Brooklyn,Brooklyn,FALSE
Uber,Kensington,Windsor Terrace,0.74,312,9.04,0,0.27,0.8,0,0,0,5.49,5.49,FALSE,Jan,6,8,6,Fri,morning,Brooklyn,Brooklyn,FALSE
Uber,Queens Village,Bellerose,0.83,250,6.07,0,0.18,0.54,0,0,0,8.65,8.65,FALSE,Jan,6,8,18,Fri,morning,Queens,Queens,FALSE
Uber,Upper East Side North,Times Sq/Theatre District,2.73,1187,23.12,0,0.69,2.05,2.75,0,0,14.12,14.12,FALSE,Jan,6,8,32,Fri,morning,Manhattan,Manhattan,FALSE
Uber,Hillcrest/Pomonok,Outside of NYC,9.38,1250,33.03,0,0.99,2.93,0,0,0,23.8,23.8,FALSE,Jan,6,9,4,Fri,morning,Queens,Queens,FALSE
Uber,South Ozone Park,Canarsie,7.46,1396,26.56,0,0.8,2.36,0,0,0,20.98,20.98,FALSE,Jan,6,9,55,Fri,morning,Queens,Queens,FALSE
Lyft,Fordham South,Hamilton Heights,4.461,931,14,0,0.42,1.24,0,0,0,0,0,FALSE,Jan,6,10,23,Fri,morning,Bronx,Bronx,FALSE
Lyft,Fort Greene,Bedford,2.119,897,17.54,0,0.53,1.56,0,0,0,10.42,10.42,FALSE,Jan,6,12,11,Fri,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Baisley Park,South Jamaica,1.45,412,8.24,0,0.25,0.73,0,0,0,6.05,6.05,FALSE,Jan,6,12,26,Fri,afternoon,Queens,Queens,FALSE
Uber,Murray Hill,Midtown East,0.98,372,7.33,0,0.22,0.65,2.75,0,0,5.41,5.41,FALSE,Jan,6,13,13,Fri,afternoon,Manhattan,Manhattan,FALSE
Lyft,Woodside,Woodside,0.633,187,7.61,0,0.23,0.68,0,0,0,5.47,5.47,FALSE,Jan,6,13,40,Fri,afternoon,Queens,Queens,FALSE
Uber,Prospect-Lefferts Gardens,Prospect Heights,1.77,711,9.83,0,0.29,0.87,0,0,0,8.33,8.33,FALSE,Jan,6,14,45,Fri,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Jamaica Estates,Saint Albans,3.24,1334,19.62,0,0.59,1.74,0,0,0,15.54,15.54,FALSE,Jan,6,14,55,Fri,afternoon,Queens,Queens,FALSE
Uber,Union Sq,East Chelsea,1.16,815,11.75,0,0.35,1.04,2.75,0,0,8.55,8.55,FALSE,Jan,6,15,10,Fri,afternoon,Manhattan,Manhattan,FALSE
Uber,Bensonhurst West,Midwood,2.26,969,15.93,0,0.48,1.41,0,0,0,11.18,11.18,FALSE,Jan,6,15,57,Fri,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Spuyten Duyvil/Kingsbridge,Allerton/Pelham Gardens,12.41,3335,30.15,0,0.9,2.68,0,0,0,50.42,50.42,FALSE,Jan,6,16,30,Fri,afternoon,Bronx,Bronx,FALSE
Lyft,Williamsbridge/Olinville,Outside of NYC,2.836,1359,18.01,0,0.54,1.6,0,0,0,15.71,15.71,FALSE,Jan,6,16,48,Fri,afternoon,Bronx,Bronx,FALSE
Lyft,World Trade Center,Times Sq/Theatre District,4.854,1634,40.4,0,1.21,3.59,2.75,0,0,32.35,32.35,FALSE,Jan,6,16,51,Fri,afternoon,Manhattan,Manhattan,FALSE
Uber,East New York,Woodhaven,5.15,1979,25.02,0,0.75,2.22,0,0,0,23.45,23.45,FALSE,Jan,6,17,53,Fri,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Central Harlem North,East Harlem North,1.07,436,7.91,0,0.24,0.7,0,0,0,5.39,5.39,FALSE,Jan,6,18,9,Fri,evening,Manhattan,Manhattan,FALSE
Lyft,Bushwick South,Middle Village,3.289,896,16.08,0,0.48,1.43,0,0,0,12.85,12.85,FALSE,Jan,6,19,9,Fri,evening,Brooklyn,Brooklyn,FALSE
Uber,East Flatbush/Remsen Village,Red Hook,5.92,1710,22.89,0,0.69,2.03,0,0,0,22.25,22.25,FALSE,Jan,6,19,13,Fri,evening,Brooklyn,Brooklyn,FALSE
Lyft,Forest Hills,Maspeth,3.717,873,14.29,0,0.43,1.27,0,0,0,12.07,12.07,FALSE,Jan,6,20,20,Fri,evening,Queens,Queens,FALSE
Lyft,East Harlem South,Midtown East,3.002,1210,15.13,0,0.45,1.34,2.75,0,0,15.19,15.19,FALSE,Jan,6,20,24,Fri,evening,Manhattan,Manhattan,FALSE
Uber,South Ozone Park,South Ozone Park,1.55,545,9.44,0,0.28,0.84,0,0,0,7.17,7.17,FALSE,Jan,6,21,25,Fri,evening,Queens,Queens,FALSE
Uber,Parkchester,Highbridge,5.88,802,16.69,0,0.5,1.48,0,0,0,13.91,13.91,FALSE,Jan,6,21,42,Fri,evening,Bronx,Bronx,FALSE
Lyft,Woodlawn/Wakefield,Van Nest/Morris Park,6.102,918,16.97,0,0.51,1.51,0,0,0,15.24,15.24,FALSE,Jan,6,21,58,Fri,evening,Bronx,Bronx,FALSE
Lyft,JFK Airport,Long Island City/Queens Plaza,14.443,2071,47.51,0,1.5,4.44,0,2.5,0,35.17,35.17,FALSE,Jan,6,23,12,Fri,night,Queens,Queens,FALSE
Uber,Fort Greene,Crown Heights North,3.25,841,17.81,0,0.53,1.58,0,0,5,11.83,16.83,FALSE,Jan,6,23,21,Fri,night,Brooklyn,Brooklyn,TRUE
Uber,Midtown North,Kensington,13.74,2267,44.56,0,1.34,3.95,2.75,0,0,36.41,36.41,FALSE,Jan,6,23,30,Fri,night,Manhattan,Manhattan,FALSE
Uber,Washington Heights South,Washington Heights South,0.57,212,7.91,0,0.24,0.7,0,0,0,5.91,5.91,FALSE,Jan,6,23,41,Fri,night,Manhattan,Manhattan,FALSE
Uber,College Point,Sunset Park East,18.63,1956,47.37,0,1.42,4.2,0,0,0,39.31,39.31,FALSE,Jan,7,0,7,Sat,night,Queens,Queens,FALSE
Uber,Greenpoint,Greenpoint,1.41,324,7.91,0,0.24,0.7,0,0,0,5.4,5.4,FALSE,Jan,7,1,8,Sat,night,Brooklyn,Brooklyn,FALSE
Lyft,Chinatown,Greenwich Village South,1.652,848,10.22,0,0.31,0.91,2.75,0,0,10.13,10.13,FALSE,Jan,7,1,32,Sat,night,Manhattan,Manhattan,FALSE
Lyft,West Village,West Village,0.97,517,13.25,0,0.27,0.8,2.75,0,0,7.71,7.71,FALSE,Jan,7,2,13,Sat,night,Manhattan,Manhattan,FALSE
Uber,Lower East Side,Greenpoint,4.29,836,22.6,0,0.68,2.01,2.75,0,0,15.71,15.71,FALSE,Jan,7,2,45,Sat,night,Manhattan,Manhattan,FALSE
Lyft,South Ozone Park,Canarsie,5.825,769,19.33,0,0.58,1.72,0,0,0,13.6,13.6,FALSE,Jan,7,4,15,Sat,night,Queens,Queens,FALSE
Uber,Astoria,Central Park,4.89,1351,24.46,0,0.73,2.17,2.75,0,0,17.6,17.6,FALSE,Jan,7,8,41,Sat,morning,Queens,Queens,FALSE
Uber,Sunnyside,Jackson Heights,3.22,1066,16.91,0,0.51,1.5,0,0,3,13.54,16.54,FALSE,Jan,7,8,52,Sat,morning,Queens,Queens,TRUE
Uber,Van Cortlandt Village,West Concourse,4.63,663,14.76,0,0.44,1.31,0,0,0,11.23,11.23,FALSE,Jan,7,9,21,Sat,morning,Bronx,Bronx,FALSE
Uber,East New York,Park Slope,5.33,1761,25.84,0,0.78,2.29,0,0,0,21.74,21.74,FALSE,Jan,7,10,32,Sat,morning,Brooklyn,Brooklyn,FALSE
Uber,Bushwick South,Midtown East,7.52,1522,29.35,6.55,1.08,3.19,2.75,0,0,22.62,22.62,FALSE,Jan,7,14,14,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Lincoln Square West,Upper West Side South,0.81,358,8.25,0,0.25,0.73,2.75,0,0,5.68,5.68,FALSE,Jan,7,15,50,Sat,afternoon,Manhattan,Manhattan,FALSE
Uber,Kips Bay,Midtown Center,2.22,1092,17.3,0,0.52,1.54,2.75,0,1,12.22,13.22,FALSE,Jan,7,16,8,Sat,afternoon,Manhattan,Manhattan,TRUE
Uber,Bushwick South,Stuyvesant Heights,1.36,736,9.75,0,0.29,0.87,0,0,0,8.38,8.38,FALSE,Jan,7,16,22,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,JFK Airport,Jackson Heights,11.32,2259,35.89,0,1.15,3.41,0,2.5,0,33.08,33.08,FALSE,Jan,7,16,41,Sat,afternoon,Queens,Queens,FALSE
Uber,Greenwich Village South,Little Italy/NoLiTa,0.93,783,20.47,0,0.61,1.82,2.75,0,0,15.66,15.66,FALSE,Jan,7,17,41,Sat,afternoon,Manhattan,Manhattan,FALSE
Lyft,Upper East Side South,Clinton East,1.813,1122,18.13,0,0.54,1.61,2.75,0,3.45,12.07,15.52,FALSE,Jan,7,18,32,Sat,evening,Manhattan,Manhattan,TRUE
Lyft,Downtown Brooklyn/MetroTech,Fort Greene,1.43,668,12.33,0,0.37,1.09,0,0,3,7.59,10.59,FALSE,Jan,7,18,34,Sat,evening,Brooklyn,Brooklyn,TRUE
Uber,Astoria,Jamaica Estates,11.93,1367,33.05,0,0.99,2.93,0,0,0,25.92,25.92,FALSE,Jan,7,18,51,Sat,evening,Queens,Queens,FALSE
Uber,East Flushing,Outside of NYC,8.58,1164,29.43,0,0.88,2.61,0,0,0,22.11,22.11,FALSE,Jan,7,20,5,Sat,evening,Queens,Queens,FALSE
Uber,Murray Hill,Outside of NYC,41.01,3370,120.87,0,3.63,10.73,2.75,0,0,88.9,88.9,TRUE,Jan,7,21,7,Sat,evening,Manhattan,Manhattan,FALSE
Uber,Stuyvesant Heights,Prospect Heights,2.45,812,14.2,0,0.43,1.26,0,0,0,10.37,10.37,FALSE,Jan,7,21,21,Sat,evening,Brooklyn,Brooklyn,FALSE
Uber,West Village,Outside of NYC,4.38,1051,21.72,20,1.25,0,0,0,4.29,16.25,20.54,FALSE,Jan,7,21,35,Sat,evening,Manhattan,Manhattan,TRUE
Uber,Stuyvesant Heights,Gowanus,3.97,1098,21.44,0,0.64,1.9,0,0,0,14.7,14.7,FALSE,Jan,7,22,9,Sat,night,Brooklyn,Brooklyn,FALSE
Lyft,JFK Airport,Greenpoint,15.823,1684,47.38,0,1.5,4.43,0,2.5,0,33.34,33.34,FALSE,Jan,7,22,19,Sat,night,Queens,Queens,FALSE
Lyft,JFK Airport,Lenox Hill West,16.917,2009,57.47,2.75,1.8,5.33,2.75,2.5,0,37.49,37.49,FALSE,Jan,7,22,31,Sat,night,Queens,Queens,FALSE
Lyft,Meatpacking/West Village West,Union Sq,1.358,766,10.94,0,0.33,0.97,2.75,0,0,8.37,8.37,FALSE,Jan,7,22,46,Sat,night,Manhattan,Manhattan,FALSE
Uber,East Harlem South,Inwood,5.42,1036,21.53,0,0.65,1.91,0,0,0,19.97,19.97,FALSE,Jan,7,22,55,Sat,night,Manhattan,Manhattan,FALSE
Uber,Bay Ridge,West Brighton,6.69,915,24.71,6.55,0.94,2.77,0,0,0,16.27,16.27,FALSE,Jan,7,22,55,Sat,night,Brooklyn,Brooklyn,FALSE
Uber,West Chelsea/Hudson Yards,Elmhurst/Maspeth,7.25,1984,33.76,6.55,1.21,3.58,2.75,0,0,29.42,29.42,FALSE,Jan,7,23,10,Sat,night,Manhattan,Manhattan,FALSE
Uber,Washington Heights South,Mount Hope,3.07,858,14.91,0,0.45,1.32,0,0,0,11.14,11.14,FALSE,Jan,7,23,20,Sat,night,Manhattan,Manhattan,FALSE
Uber,DUMBO/Vinegar Hill,Clinton East,7.42,1462,29.65,0,0.89,2.63,2.75,0,5.38,21.53,26.91,FALSE,Jan,7,23,40,Sat,night,Brooklyn,Brooklyn,TRUE
Uber,Bath Beach,Bensonhurst West,0.83,273,7.91,0,0.24,0.7,0,0,3,6.05,9.05,FALSE,Jan,7,23,46,Sat,night,Brooklyn,Brooklyn,TRUE
Lyft,East Chelsea,East Chelsea,0.658,396,8.85,0,0.27,0.79,2.75,0,0,5.47,5.47,FALSE,Jan,7,23,56,Sat,night,Manhattan,Manhattan,FALSE
Uber,Highbridge,University Heights/Morris Heights,2.32,531,10.64,0,0.32,0.94,0,0,0,7.38,7.38,FALSE,Jan,8,0,5,Sun,night,Bronx,Bronx,FALSE
Lyft,East Chelsea,Outside of NYC,4.177,917,24.1,20,1.25,0,0,0,0,14.28,14.28,FALSE,Jan,8,1,7,Sun,night,Manhattan,Manhattan,FALSE
Uber,Heartland Village/Todt Hill,Great Kills,3.31,690,13.34,0,0.4,1.18,0,0,5,10.43,15.43,FALSE,Jan,8,1,10,Sun,night,Staten Island,Staten Island,TRUE
Lyft,Prospect Heights,Park Slope,1.953,375,9.56,0,0.29,0.85,0,0,0,5.6,5.6,FALSE,Jan,8,1,24,Sun,night,Brooklyn,Brooklyn,FALSE
Lyft,Hillcrest/Pomonok,Elmhurst,6.123,949,17.84,0,0.53,1.58,0,0,0,15.54,15.54,FALSE,Jan,8,1,42,Sun,night,Queens,Queens,FALSE
Lyft,Seaport,TriBeCa/Civic Center,1.057,312,15.22,0,0.46,1.35,2.75,0,0,12.66,12.66,FALSE,Jan,8,2,31,Sun,night,Manhattan,Manhattan,FALSE
Uber,Forest Hills,Forest Hills,0.77,227,7.51,0,0.23,0.67,0,0,0,5.97,5.97,FALSE,Jan,8,2,33,Sun,night,Queens,Queens,FALSE
Lyft,TriBeCa/Civic Center,Lower East Side,1.336,484,9.96,0,0.3,0.88,2.75,0,0,5.85,5.85,FALSE,Jan,8,3,44,Sun,night,Manhattan,Manhattan,FALSE
Lyft,Steinway,LaGuardia Airport,4.319,788,12.49,0,0.45,1.33,0,2.5,0,12.01,12.01,FALSE,Jan,8,5,39,Sun,night,Queens,Queens,FALSE
Uber,Lincoln Square West,Upper East Side South,2.35,741,13.93,0,0.42,1.24,0.75,0,0,11.92,11.92,FALSE,Jan,8,6,1,Sun,morning,Manhattan,Manhattan,FALSE
Uber,East New York,East New York,0.98,314,6.6,0,0.2,0.59,0,0,0,5.93,5.93,FALSE,Jan,8,8,32,Sun,morning,Brooklyn,Brooklyn,FALSE
Uber,Bath Beach,Flatbush/Ditmas Park,3.34,1061,17.82,0,0.53,1.58,0,0,0,13.24,13.24,FALSE,Jan,8,9,40,Sun,morning,Brooklyn,Brooklyn,FALSE
Lyft,Van Nest/Morris Park,Westchester Village/Unionport,2.558,409,12.47,0,0.37,1.11,0,0,0,6.6,6.6,FALSE,Jan,8,10,12,Sun,morning,Bronx,Bronx,FALSE
Lyft,Stapleton,Stapleton,1.473,369,7.79,0,0.21,0.62,0,0,0,5.47,5.47,FALSE,Jan,8,11,9,Sun,morning,Staten Island,Staten Island,FALSE
Uber,Steinway,Flatbush/Ditmas Park,12.06,1678,31.67,0,0.95,2.81,0,0,0,28.81,28.81,FALSE,Jan,8,11,34,Sun,morning,Queens,Queens,FALSE
Uber,Two Bridges/Seward Park,Upper West Side South,6.23,1579,31.29,0,0.94,2.78,2.75,0,3.77,24.66,28.43,FALSE,Jan,8,11,46,Sun,morning,Manhattan,Manhattan,TRUE
Uber,Midtown South,East Chelsea,1.25,822,11.51,0,0.35,1.02,2.75,0,0,8.71,8.71,FALSE,Jan,8,12,5,Sun,afternoon,Manhattan,Manhattan,FALSE
Uber,Parkchester,Park Slope,22.13,4123,75.44,6.55,2.46,7.28,2.75,0,0,62.1,62.1,TRUE,Jan,8,12,40,Sun,afternoon,Bronx,Bronx,FALSE
Lyft,Williamsbridge/Olinville,Co-Op City,2.331,629,11.43,0,0.34,1.02,0,0,0,8.29,8.29,FALSE,Jan,8,15,39,Sun,afternoon,Bronx,Bronx,FALSE
Uber,Murray Hill-Queens,Flushing,1.26,405,8.76,0,0.26,0.78,0,0,0,6.8,6.8,FALSE,Jan,8,17,1,Sun,afternoon,Queens,Queens,FALSE
Uber,Central Harlem North,Mott Haven/Port Morris,2.6,753,13.34,0,0.4,1.18,0,0,0,10.1,10.1,FALSE,Jan,8,17,13,Sun,afternoon,Manhattan,Manhattan,FALSE
Uber,Melrose South,Soundview/Castle Hill,2.92,739,14.22,0,0.43,1.26,0,0,0,9.92,9.92,FALSE,Jan,8,17,15,Sun,afternoon,Bronx,Bronx,FALSE
Uber,Upper West Side North,Morningside Heights,1.36,514,8.19,0,0.25,0.73,2.75,0,0,6.12,6.12,FALSE,Jan,8,18,15,Sun,evening,Manhattan,Manhattan,FALSE
Uber,Two Bridges/Seward Park,Little Italy/NoLiTa,0.85,486,8.18,0,0.25,0.73,2.75,0,1,5.4,6.4,FALSE,Jan,8,19,14,Sun,evening,Manhattan,Manhattan,TRUE
Uber,Kew Gardens Hills,Fresh Meadows,2.5,767,11.6,0,0.35,1.03,0,0,0,9.67,9.67,FALSE,Jan,8,20,3,Sun,evening,Queens,Queens,FALSE
Uber,Sutton Place/Turtle Bay North,Upper West Side South,3.31,878,17.17,0,0.52,1.52,2.75,0,0,12.06,12.06,FALSE,Jan,8,20,15,Sun,evening,Manhattan,Manhattan,FALSE
Uber,Williamsbridge/Olinville,Claremont/Bathgate,5.03,848,21.45,0,0.64,1.9,0,0,0,13.32,13.32,FALSE,Jan,8,22,23,Sun,night,Bronx,Bronx,FALSE
Uber,Bay Ridge,Bay Ridge,2.25,972,14.22,0,0.43,1.26,0,0,0,11.59,11.59,FALSE,Jan,8,22,44,Sun,night,Brooklyn,Brooklyn,FALSE
Uber,Bushwick South,Upper East Side South,8.62,3425,39.01,0,1.17,3.46,2.75,0,0,46.47,46.47,FALSE,Jan,9,7,35,Mon,morning,Brooklyn,Brooklyn,FALSE
Lyft,Bay Ridge,Dyker Heights,0.534,219,7.55,0,0.23,0.67,0,0,0,5.47,5.47,FALSE,Jan,9,7,50,Mon,morning,Brooklyn,Brooklyn,FALSE
Uber,Riverdale/North Riverdale/Fieldston,Spuyten Duyvil/Kingsbridge,1.98,506,10.95,0,0.33,0.97,0,0,0,11.02,11.02,FALSE,Jan,9,8,27,Mon,morning,Bronx,Bronx,FALSE
Uber,Meatpacking/West Village West,LaGuardia Airport,11.62,2083,50.38,0,1.59,4.69,2.75,2.5,0,36.06,36.06,FALSE,Jan,9,9,38,Mon,morning,Manhattan,Manhattan,FALSE
Uber,LaGuardia Airport,Outside of NYC,15.96,2458,59.1,0,1.85,5.47,0,2.5,6.89,42.1,48.99,FALSE,Jan,9,10,59,Mon,morning,Queens,Queens,TRUE
Uber,Canarsie,Canarsie,0.77,310,7.91,0,0.24,0.7,0,0,0,5.4,5.4,FALSE,Jan,9,11,24,Mon,morning,Brooklyn,Brooklyn,FALSE
Uber,Lenox Hill East,Midtown Center,2.08,1152,16.65,0,0.5,1.48,2.75,0,0,14.17,14.17,FALSE,Jan,9,12,44,Mon,afternoon,Manhattan,Manhattan,FALSE
Uber,East Elmhurst,Washington Heights South,9.18,1446,28.28,6.55,1.04,3.09,0,0,0,23.51,23.51,FALSE,Jan,9,13,11,Mon,afternoon,Queens,Queens,FALSE
Uber,Kips Bay,Greenwich Village South,1.59,581,11.8,0,0.35,1.05,2.75,0,0,7.53,7.53,FALSE,Jan,9,13,57,Mon,afternoon,Manhattan,Manhattan,FALSE
Uber,Marble Hill,Melrose South,5.26,975,19.57,0,0.59,1.74,0,0,0,14.71,14.71,FALSE,Jan,9,15,10,Mon,afternoon,Manhattan,Manhattan,FALSE
Lyft,Prospect-Lefferts Gardens,East New York,4.558,1416,20.24,0,0.61,1.8,0,0,0,17.86,17.86,FALSE,Jan,9,15,44,Mon,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Lenox Hill East,Upper East Side North,1.57,696,14.29,0,0.43,1.27,2.75,0,0,7.96,7.96,FALSE,Jan,9,16,20,Mon,afternoon,Manhattan,Manhattan,FALSE
Lyft,Williamsburg (North Side),Williamsburg (South Side),1.39,608,7.39,0,0.22,0.66,0,0,0,0,0,FALSE,Jan,9,19,20,Mon,evening,Brooklyn,Brooklyn,FALSE
Lyft,Borough Park,Kensington,1.55,669,10.72,0,0.32,0.95,0,0,0,7.74,7.74,FALSE,Jan,9,19,25,Mon,evening,Brooklyn,Brooklyn,FALSE
Uber,Midtown East,Gramercy,1.92,628,13.16,0,0.39,1.17,2.75,0,5,8.47,13.47,FALSE,Jan,9,19,34,Mon,evening,Manhattan,Manhattan,TRUE
Lyft,LaGuardia Airport,Financial District South,11.91,1477,41.73,1.61,1.38,4.07,2.75,2.5,0,26.95,26.95,FALSE,Jan,9,21,25,Mon,evening,Queens,Queens,FALSE
Uber,Central Harlem,Morningside Heights,0.87,390,7.91,0,0.24,0.7,0,0,0,5.61,5.61,FALSE,Jan,9,23,48,Mon,night,Manhattan,Manhattan,FALSE
Uber,Ocean Hill,JFK Airport,9.22,1690,31.41,0,1.02,3.01,0,2.5,0,30.37,30.37,FALSE,Jan,10,5,51,Tue,night,Brooklyn,Brooklyn,FALSE
Uber,East Flushing,Flushing,1,370,8.36,0,0.25,0.74,0,0,0,5.73,5.73,FALSE,Jan,10,7,13,Tue,morning,Queens,Queens,FALSE
Lyft,East New York/Pennsylvania Avenue,East Flatbush/Remsen Village,1.838,908,10.67,0,0.32,0.95,0,0,0,10.19,10.19,FALSE,Jan,10,8,12,Tue,morning,Brooklyn,Brooklyn,FALSE
Uber,Queensboro Hill,Richmond Hill,6.84,1738,28.8,0,0.86,2.56,0,0,0,23.77,23.77,FALSE,Jan,10,8,26,Tue,morning,Queens,Queens,FALSE
Uber,Financial District North,Midtown Center,6.3,1809,28.79,0,0.86,2.56,2.75,0,3.49,23.53,27.02,FALSE,Jan,10,8,45,Tue,morning,Manhattan,Manhattan,TRUE
Lyft,Williamsburg (South Side),Boerum Hill,4.059,1594,25.02,0,0.75,2.22,0,0,0,18.86,18.86,FALSE,Jan,10,10,13,Tue,morning,Brooklyn,Brooklyn,FALSE
Uber,Crown Heights South,Bedford,2.35,994,15.11,0,0.45,1.34,0,0,0,14.03,14.03,FALSE,Jan,10,10,33,Tue,morning,Brooklyn,Brooklyn,FALSE
Uber,Maspeth,Bushwick South,2.25,795,12.29,0,0.37,1.09,0,0,0,9.63,9.63,FALSE,Jan,10,10,47,Tue,morning,Queens,Queens,FALSE
Lyft,LaGuardia Airport,Jackson Heights,3.39,538,10.52,0,0.31,0.93,0,1.25,0,0,0,FALSE,Jan,10,13,27,Tue,afternoon,Queens,Queens,FALSE
Lyft,JFK Airport,Outside of NYC,16.022,1629,52.01,0,1.64,4.84,0,2.5,0,35.82,35.82,FALSE,Jan,10,14,9,Tue,afternoon,Queens,Queens,FALSE
Uber,Sunnyside,Bushwick North,4.18,1293,24.84,0,0.75,2.2,0,0,0,19.9,19.9,FALSE,Jan,10,15,31,Tue,afternoon,Queens,Queens,FALSE
Uber,Stapleton,South Beach/Dongan Hills,3.22,738,15.12,0,0.45,1.34,0,0,0,10.26,10.26,FALSE,Jan,10,15,59,Tue,afternoon,Staten Island,Staten Island,FALSE
Lyft,Middle Village,Sunnyside,2.681,945,15.94,0,0.48,1.41,0,0,0,11.5,11.5,FALSE,Jan,10,17,6,Tue,afternoon,Queens,Queens,FALSE
Lyft,Richmond Hill,Jamaica,1.593,603,9.83,0,0.29,0.87,0,0,0,7.21,7.21,FALSE,Jan,10,17,46,Tue,afternoon,Queens,Queens,FALSE
Uber,Washington Heights North,Jackson Heights,9.45,1558,33.46,6.55,1.2,3.55,0,0,0,25.22,25.22,FALSE,Jan,10,18,24,Tue,evening,Manhattan,Manhattan,FALSE
Uber,Erasmus,Prospect-Lefferts Gardens,1.26,443,8.92,0,0.27,0.79,0,0,0,5.82,5.82,FALSE,Jan,10,18,40,Tue,evening,Brooklyn,Brooklyn,FALSE
Lyft,Downtown Brooklyn/MetroTech,Cobble Hill,1.691,713,11.44,0,0.34,1.02,0,0,1.28,8.29,9.57,FALSE,Jan,10,19,48,Tue,evening,Brooklyn,Brooklyn,TRUE
Uber,Rego Park,Middle Village,1.78,489,8.03,0,0.24,0.71,0,0,0,6.38,6.38,FALSE,Jan,10,20,14,Tue,evening,Queens,Queens,FALSE
Uber,Midtown North,East Chelsea,3.09,776,26.82,0,0.8,2.38,2.75,0,0,19.74,19.74,FALSE,Jan,10,20,14,Tue,evening,Manhattan,Manhattan,FALSE
Uber,Fort Greene,Boerum Hill,1.75,499,10.68,0,0.32,0.95,0,0,0,6.74,6.74,FALSE,Jan,10,20,46,Tue,evening,Brooklyn,Brooklyn,FALSE
Uber,Midtown Center,Sutton Place/Turtle Bay North,0.56,191,6.84,0,0.21,0.61,2.75,0,0,5.85,5.85,FALSE,Jan,10,21,23,Tue,evening,Manhattan,Manhattan,FALSE
Uber,East Village,Flatiron,1.81,700,20.36,0,0.61,1.81,2.75,0,0,16.3,16.3,FALSE,Jan,10,22,3,Tue,night,Manhattan,Manhattan,FALSE
Uber,Woodhaven,JFK Airport,7.35,1417,27.77,0,0.91,2.69,0,2.5,0,23.69,23.69,FALSE,Jan,11,1,36,Wed,night,Queens,Queens,FALSE
Uber,Clinton Hill,Stuyvesant Heights,1.17,350,7.51,0,0.23,0.67,0,0,1,6.06,7.06,FALSE,Jan,11,2,15,Wed,night,Brooklyn,Brooklyn,TRUE
